order_number,product_key,customer_key,order_date,shipping_date,due_date,sales_amount,quantity,price
SO-13622,81,454,2021-07-05,2021-07-13,2021-07-17,94.24,2,47.12
SO-13625,3,428,2018-05-14,2018-05-24,2018-05-27,11481.16,4,2870.29
SO-13628,82,211,2019-01-20,2019-01-25,2019-01-28,366.52,4,91.63
SO-13629,51,373,2022-03-17,2022-03-19,2022-03-27,2030.76,4,507.69
SO-13631,109,240,2019-06-23,2019-07-04,2019-07-10,431.74,2,215.87
SO-12246,85,153,2018-12-23,2019-01-01,2019-01-06,395.55,5,79.11
SO-13636,22,296,2019-03-27,2019-03-28,2019-04-05,5607.45,3,1869.15
SO-13638,3,149,2020-08-25,2020-08-31,2020-09-06,9621.52,4,2405.38
SO-12631,55,304,2023-09-17,2023-09-21,2023-09-24,295.52,1,295.52
SO-13642,90,406,2019-05-08,2019-05-17,2019-05-19,468.56,2,234.28
SO-13645,83,144,2018-11-29,2018-12-09,2018-12-09,319.7,5,63.94
SO-13647,87,307,2018-07-11,2018-07-18,2018-07-25,32.52,2,16.26
SO-13650,89,317,2023-08-26,2023-09-08,2023-09-15,51.2,4,12.8
SO-13651,109,344,2021-05-24,2021-06-03,2021-06-05,493.62,2,246.81
SO-13248,55,392,2018-11-15,2018-11-24,2018-11-30,1035.28,4,258.82
SO-13656,98,84,2024-06-24,2024-07-05,2024-07-05,726.96,4,181.74
SO-13659,108,316,2018-11-25,2018-12-06,2018-12-15,523.65,5,104.73
SO-13661,99,105,2020-08-13,2020-08-21,2020-08-22,585.88,4,146.47
SO-13663,79,135,2019-12-04,2019-12-11,2019-12-20,137.85,3,45.95
SO-12148,31,498,2018-12-23,2019-01-03,2019-01-06,1466.49,3,488.83
SO-13668,100,290,2024-11-05,2024-11-12,2024-11-19,276.98,1,276.98
SO-13671,57,98,2018-01-09,2018-01-15,2018-01-19,2315.35,5,463.07
SO-13674,96,398,2021-02-12,2021-02-23,2021-02-26,227.39,1,227.39
SO-13675,60,372,2024-01-16,2024-01-18,2024-01-24,2366.64,4,591.66
SO-13678,35,340,2020-06-27,2020-07-08,2020-07-09,1594.89,3,531.63
SO-12306,14,195,2020-10-31,2020-11-13,2020-11-22,5314.56,2,2657.28
SO-13680,15,244,2018-08-11,2018-08-21,2018-08-23,16560.8,4,4140.2
SO-13683,81,277,2018-05-09,2018-05-18,2018-05-28,53.58,1,53.58
SO-11540,71,90,2021-04-27,2021-05-11,2021-05-15,404.75,5,80.95
SO-11819,65,338,2024-07-01,2024-07-07,2024-07-16,1344.22,2,672.11
SO-13689,55,480,2024-08-23,2024-09-03,2024-09-04,1721.95,5,344.39
SO-13691,51,68,2018-03-05,,2018-03-14,2008.35,5,401.67
SO-13694,97,412,2019-12-19,2019-12-26,2019-12-29,309.69,3,103.23
SO-13697,24,329,2020-11-02,2020-11-08,,670.16,4,167.54
SO-13700,85,74,2021-05-06,2021-05-09,2021-05-19,199.14,3,66.38
SO-13701,29,235,2022-01-31,2022-02-04,2022-02-04,554.12,2,277.06
SO-13704,8,128,2024-11-03,2024-11-10,2024-11-20,6065.24,4,1516.31
SO-13705,109,392,2021-06-16,2021-06-17,2021-06-22,607.83,3,202.61
SO-13708,69,418,2022-12-06,2022-12-19,2022-12-24,329.49,3,109.83
SO-13710,108,450,2023-09-21,2023-09-30,2023-10-02,87.36,1,87.36
SO-13713,48,142,2022-06-27,2022-07-04,2022-07-06,209.56,2,104.78
SO-13715,78,398,2023-12-07,2023-12-14,2023-12-18,286.15,5,57.23
SO-13718,23,70,2018-07-26,2018-07-31,2018-08-02,1723.85,5,344.77
SO-13719,2,197,2022-09-04,2022-09-11,2022-09-12,14193.08,4,3548.27
SO-13721,49,313,2024-08-13,2024-08-23,2024-09-02,817.56,2,408.78
SO-13722,28,165,2024-03-14,2024-03-26,2024-04-02,1436.48,4,359.12
SO-13724,100,223,2018-02-20,2018-02-25,2018-02-26,438.62,2,219.31
SO-13726,78,417,2020-10-08,2020-10-10,2020-10-15,137.5,2,68.75
SO-13727,17,207,2018-02-10,2018-02-11,2018-02-11,3033.62,1,3033.62
SO-13729,19,431,2024-12-01,2024-12-13,2024-12-14,6208.38,3,2069.46
SO-13732,73,37,2020-06-10,2020-06-15,2020-06-16,32.16,1,32.16
SO-13735,108,279,2023-04-10,2023-04-13,2023-04-13,475.95,5,95.19
SO-13737,21,381,2019-07-09,2019-07-14,2019-07-14,1823.79,3,607.93
SO-11267,44,426,2020-08-08,2020-08-09,2020-08-18,540.12,4,135.03
SO-10618,80,206,2019-05-28,2019-06-07,2019-06-15,53.76,1,53.76
SO-13742,61,338,2022-02-01,2022-02-05,2022-02-15,190.33,1,190.33
SO-13745,43,246,2019-09-19,,2019-10-12,421.92,3,140.64
SO-13747,33,62,2019-11-01,2019-11-07,2019-11-10,302.08,1,302.08
SO-13748,2,27,2023-07-26,2023-08-03,2023-08-10,6476.3,2,3238.15
SO-13749,54,45,2024-06-15,2024-06-28,2024-07-08,768.9,2,384.45
SO-13752,77,370,2018-10-18,2018-10-28,2018-10-31,435.05,5,87.01
SO-13753,104,151,2021-06-25,,2021-07-07,324.57,3,108.19
SO-12884,96,491,2023-12-30,2024-01-06,2024-01-08,401.36,2,200.68
SO-13757,42,40,2024-10-27,2024-10-29,2024-11-05,685.28,1,685.28
SO-13758,62,356,2020-09-05,2020-09-16,2020-09-18,491.95,5,98.39
SO-13760,5,310,2018-10-28,2018-11-06,2018-11-11,14028.15,5,2805.63
SO-11692,42,459,2023-01-25,2023-01-30,2023-02-03,2859.0,5,571.8
SO-12812,83,252,2023-04-21,2023-04-22,2023-04-22,163.71,3,54.57
SO-13764,40,61,2024-01-20,2024-01-25,2024-01-25,302.44,2,151.22
SO-12885,4,349,2020-05-06,2020-05-16,2020-05-22,16875.0,4,4218.75
SO-13769,106,279,2024-03-21,2024-03-28,2024-04-07,71.82,3,23.94
SO-13772,2,78,2022-05-24,2022-05-30,2022-06-01,16471.5,5,3294.3
SO-13774,91,308,2020-04-26,2020-05-10,2020-05-13,415.58,2,207.79
SO-13777,60,154,2020-12-15,2020-12-29,2020-12-29,3351.05,5,670.21
SO-10940,6,259,2024-10-14,2024-10-23,2024-10-30,2836.2,1,2836.2
SO-13782,12,277,2021-03-01,2021-03-15,2021-03-18,1885.15,1,1885.15
SO-13784,13,50,2021-10-05,2021-10-14,2021-10-18,5568.05,5,1113.61
SO-13785,85,62,2019-04-02,2019-04-12,2019-04-22,248.0,4,62.0
SO-13786,19,10,2021-07-08,2021-07-12,2021-07-21,8119.48,4,2029.87
SO-13788,38,246,2018-08-21,2018-09-04,2018-09-12,338.56,2,169.28
SO-13790,50,382,2018-10-28,2018-11-11,2018-11-20,509.2,5,101.84
SO-13792,103,199,2022-07-30,2022-08-02,2022-08-08,298.54,2,149.27
SO-13794,30,500,2018-02-25,2018-02-28,2018-03-06,379.02,1,379.02
SO-13797,58,4,2020-06-04,2020-06-11,2020-06-19,704.0,4,176.0
SO-13486,51,123,2022-11-13,2022-11-27,2022-11-27,1164.93,3,388.31
SO-13801,35,429,2018-02-02,2018-02-12,2018-02-20,2068.8,5,413.76
SO-13802,8,413,2020-08-29,,2020-09-09,3464.52,2,1732.26
SO-10113,99,483,2023-02-28,2023-03-13,2023-03-18,672.3,5,134.46
SO-13804,51,22,2018-07-22,2018-08-01,2018-08-09,1552.6,4,388.15
SO-13806,38,339,2021-08-10,2021-08-15,2021-08-19,854.5,5,170.9
SO-10046,37,356,2021-03-14,2021-03-20,2021-03-23,796.8,5,159.36
SO-13812,50,179,2021-12-06,2021-12-15,2021-12-18,363.3,3,121.1
SO-13814,21,444,2019-11-19,2019-11-29,2019-12-09,1553.01,3,517.67
SO-13816,49,7,2020-08-19,2020-09-01,2020-09-07,437.76,1,437.76
SO-13546,2,152,2023-01-13,2023-01-27,2023-02-06,6710.02,2,3355.01
SO-13819,47,259,2022-02-04,2022-02-05,2022-02-06,584.91,3,194.97
SO-13822,82,487,2019-01-05,2019-01-12,2019-01-19,85.97,1,85.97
SO-13824,17,92,2020-11-13,2020-11-18,2020-11-19,5972.78,2,2986.39
SO-13827,49,496,2020-12-18,2020-12-30,2021-01-04,689.88,2,344.94
SO-13829,75,28,2021-07-31,2021-08-12,2021-08-19,65.64,1,65.64
SO-11720,74,273,2022-06-18,2022-06-25,2022-06-29,219.32,4,54.83
SO-13833,42,366,2024-10-23,2024-10-31,,2924.55,5,584.91
SO-13834,99,96,2020-09-21,2020-10-03,2020-10-10,597.24,4,149.31
SO-13837,13,289,2020-01-31,2020-02-03,2020-02-03,5609.15,5,1121.83
SO-13838,89,362,2024-10-08,2024-10-20,2024-10-27,33.18,2,16.59
SO-13840,34,21,2020-02-02,2020-02-16,2020-02-24,696.02,2,348.01
SO-13842,49,317,2024-08-28,2024-09-08,2024-09-10,1061.46,3,353.82
SO-13843,29,370,2024-01-01,2024-01-15,2024-01-20,464.12,2,232.06
SO-13845,89,1,2018-09-25,2018-10-02,2018-10-11,27.64,2,13.82
SO-13846,39,254,2018-10-17,2018-10-27,2018-11-05,2319.1,5,463.82
SO-13848,111,44,2021-09-06,2021-09-20,2021-09-24,652.68,3,217.56
SO-13850,73,354,2024-10-31,2024-11-10,2024-11-11,72.42,2,36.21
SO-13852,101,146,2020-10-04,2020-10-08,2020-10-18,221.1,2,110.55
SO-13853,17,253,2023-01-15,2023-01-23,2023-01-30,5884.18,2,2942.09
SO-13854,51,206,2021-05-08,2021-05-20,2021-05-27,519.98,1,519.98
SO-13855,49,409,2018-05-22,2018-05-28,2018-06-06,1063.05,3,354.35
SO-13726,94,422,2018-06-03,2018-06-14,2018-06-21,127.56,3,42.52
SO-10292,61,401,2022-02-11,2022-02-20,2022-02-22,762.56,4,190.64
SO-13859,2,432,2018-06-13,2018-06-17,2018-06-23,6805.36,2,3402.68
SO-13861,102,135,2022-08-14,2022-08-26,2022-08-27,502.8,3,167.6
SO-13862,14,268,2020-06-10,2020-06-20,2020-06-29,10159.6,4,2539.9
SO-13865,102,40,2020-11-21,2020-12-01,2020-12-09,554.84,4,138.71
SO-13866,111,145,2024-09-12,2024-09-24,2024-10-04,437.74,2,218.87
SO-13867,17,382,2020-06-30,2020-07-10,2020-07-14,11331.96,4,2832.99
SO-13870,104,334,2018-11-02,2018-11-13,2018-11-14,331.47,3,110.49
SO-13680,90,38,2020-01-18,2020-01-29,2020-02-05,938.92,4,234.73
SO-13874,68,361,2021-05-30,2021-06-07,2021-06-11,106.48,2,53.24
SO-13876,96,259,2023-07-07,2023-07-09,2023-07-17,1077.15,5,215.43
SO-13837,70,333,2023-06-02,2023-06-03,2023-06-08,379.05,5,75.81
SO-13880,94,103,2020-11-12,2020-11-22,2020-12-02,114.87,3,38.29
SO-13882,51,13,2021-08-22,2021-08-31,2021-09-06,1899.48,4,474.87
SO-13885,70,124,2018-01-16,2018-01-30,2018-02-08,232.92,4,58.23
SO-13886,74,451,2019-07-31,,2019-08-08,206.72,4,51.68
SO-13888,94,231,2023-09-06,2023-09-13,2023-09-17,118.68,3,39.56
SO-13890,64,181,2019-02-14,,2019-02-21,375.72,4,93.93
SO-13892,67,403,2022-08-27,2022-09-09,2022-09-17,699.04,2,349.52
SO-13894,42,55,2019-09-23,2019-09-26,2019-09-30,1638.36,3,546.12
SO-13896,1,74,2020-04-06,2020-04-10,,18473.24,4,4618.31
SO-13898,106,241,2018-06-21,2018-07-03,2018-07-04,77.48,4,19.37
SO-13900,104,480,2021-01-01,2021-01-04,2021-01-07,557.15,5,111.43
SO-13903,7,277,2024-11-09,2024-11-21,2024-11-29,932.68,2,466.34
SO-13904,35,343,2024-06-27,2024-06-28,2024-07-07,1974.96,4,493.74
SO-13907,63,70,2021-01-22,2021-01-28,2021-01-30,207.55,5,41.51
SO-13908,39,163,2018-06-23,2018-07-01,2018-07-04,1702.23,3,567.41
SO-13911,2,294,2021-08-11,2021-08-19,2021-08-29,6335.9,2,3167.95
SO-10186,98,281,2018-07-04,2018-07-07,2018-07-17,676.52,4,169.13
SO-13915,103,120,2019-01-04,2019-01-10,2019-01-18,939.8,5,187.96
SO-13916,60,98,2021-07-02,2021-07-05,2021-07-05,1026.34,2,513.17
SO-13919,56,236,2022-01-25,2022-02-04,2022-02-09,83.79,1,83.79
SO-13922,67,370,2019-10-14,2019-10-18,2019-10-18,1889.25,5,377.85
SO-13925,67,448,2022-06-12,2022-06-24,2022-07-02,980.34,3,326.78
SO-13926,55,16,2022-01-16,2022-01-28,2022-02-05,1310.24,4,327.56
SO-13928,38,476,2023-10-16,,2023-10-21,535.6,4,133.9
SO-13929,85,495,2018-12-21,2018-12-27,2018-12-28,416.75,5,83.35
SO-13930,38,399,2019-08-24,2019-08-31,2019-09-05,455.88,3,151.96
SO-13932,20,121,2019-07-01,2019-07-09,2019-07-11,7164.42,2,3582.21
SO-13933,20,453,2019-12-03,2019-12-07,2019-12-14,14578.35,5,2915.67
SO-13935,106,140,2024-01-30,2024-02-10,2024-02-20,78.52,4,19.63
SO-13937,75,166,2020-11-28,2020-11-30,2020-12-10,249.8,4,62.45
SO-13940,70,320,2018-06-12,2018-06-26,2018-07-03,129.72,2,64.86
SO-13943,8,286,2024-07-07,2024-07-12,2024-07-17,10508.15,5,2101.63
SO-13946,27,259,2020-12-15,2020-12-24,2021-01-01,2103.32,4,525.83
SO-13949,62,205,2018-11-21,2018-11-24,2018-11-27,461.65,5,92.33
SO-13952,78,15,2021-09-28,2021-10-10,2021-10-11,373.75,5,74.75
SO-13955,67,330,2022-05-05,2022-05-19,2022-05-29,376.47,1,376.47
SO-13957,1,469,2022-07-04,2022-07-11,2022-07-20,4566.27,1,4566.27
SO-13958,76,285,2019-08-13,2019-08-20,2019-08-28,368.3,5,73.66
SO-13960,85,156,2024-10-24,2024-11-01,2024-11-01,156.66,2,78.33
SO-13963,53,442,2023-10-26,2023-11-08,,610.84,2,305.42
SO-13964,95,52,2019-12-01,2019-12-15,2019-12-25,127.16,2,63.58
SO-13966,57,347,2018-05-15,2018-05-21,2018-05-23,462.21,1,462.21
SO-13969,36,364,2021-02-21,2021-02-26,2021-02-26,763.89,3,254.63
SO-13971,9,158,2023-06-03,2023-06-04,2023-06-14,2599.37,1,2599.37
SO-13972,26,206,2024-01-04,2024-01-12,2024-01-13,504.24,3,168.08
SO-10589,96,20,2024-07-15,2024-07-26,2024-08-02,887.32,4,221.83
SO-13975,103,399,2020-12-29,2021-01-04,2021-01-10,758.0,5,151.6
SO-12132,98,119,2022-09-30,2022-10-12,2022-10-18,668.82,3,222.94
SO-13978,28,389,2023-08-05,2023-08-14,2023-08-24,790.4,2,395.2
SO-13981,21,308,2019-08-27,2019-09-07,2019-09-14,1018.12,2,509.06
SO-13984,5,70,2024-05-02,2024-05-16,2024-05-17,10252.86,3,3417.62
SO-13985,30,90,2021-05-14,2021-05-16,2021-05-22,905.58,3,301.86
SO-13988,56,409,2022-05-13,2022-05-14,2022-05-21,148.98,2,74.49
SO-13990,23,373,2019-05-17,2019-05-23,2019-06-02,1629.95,5,325.99
SO-13992,95,478,2024-11-02,2024-11-04,2024-11-10,71.76,1,71.76
SO-13993,66,341,2019-01-21,2019-01-28,2019-02-06,2211.15,5,442.23
SO-13994,101,391,2021-05-13,2021-05-27,2021-05-31,474.84,4,118.71
SO-13997,27,356,2023-06-18,2023-07-01,2023-07-08,1372.65,3,457.55
SO-13998,69,208,2021-03-28,2021-04-08,2021-04-18,239.44,2,119.72
SO-14001,45,497,2018-05-02,2018-05-12,2018-05-22,2625.9,5,525.18
SO-11525,49,232,2023-02-26,2023-02-28,2023-03-09,1844.16,4,461.04
SO-14006,51,469,2020-09-12,2020-09-17,2020-09-19,401.81,1,401.81
SO-14007,35,315,2024-08-07,2024-08-16,2024-08-16,534.2,1,534.2
SO-13508,54,250,2022-01-06,2022-01-16,2022-01-16,330.78,1,330.78
SO-14010,105,207,2019-05-08,2019-05-13,2019-05-17,32.58,1,32.58
SO-10705,39,436,2022-06-08,2022-06-14,2022-06-20,1386.69,3,462.23
SO-14013,63,385,2019-06-10,2019-06-17,2019-06-20,45.9,1,45.9
SO-14015,79,325,2021-10-03,2021-10-09,2021-10-18,108.2,2,54.1
SO-14017,104,48,2021-05-08,2021-05-18,2021-05-18,96.57,1,96.57
SO-14019,1,499,2020-01-03,2020-01-15,2020-01-20,10464.42,3,3488.14
SO-14021,100,148,2020-11-13,2020-11-22,2020-11-28,841.6,4,210.4
SO-14023,61,387,2020-09-14,2020-09-18,2020-09-19,661.56,3,220.52
SO-14025,88,247,2021-04-12,2021-04-22,2021-04-25,157.46,2,78.73
SO-13421,67,239,2024-08-12,2024-08-26,,643.14,2,321.57
SO-14030,32,226,2023-07-23,2023-08-03,2023-08-09,1190.68,4,297.67
SO-11079,7,31,2019-02-14,2019-02-26,2019-03-06,2539.56,4,634.89
SO-14034,33,118,2022-11-10,2022-11-18,2022-11-26,1025.56,4,256.39
SO-14037,10,281,2023-02-12,2023-02-14,2023-02-14,16612.0,5,3322.4
SO-14039,98,233,2018-08-05,,2018-08-22,1060.85,5,212.17
SO-10855,26,126,2018-10-23,2018-10-29,2018-11-02,344.48,2,172.24
SO-14043,24,491,2023-08-20,,2023-09-01,504.06,3,168.02
SO-14044,37,380,2019-01-27,2019-01-29,2019-02-02,311.1,2,155.55
SO-14046,41,379,2024-08-08,2024-08-18,2024-08-20,490.08,1,490.08
SO-14049,67,73,2019-06-12,2019-06-15,2019-06-17,955.05,3,318.35
SO-14050,24,341,2019-12-23,,2019-12-29,522.72,4,130.68
SO-14051,109,39,2019-04-12,2019-04-25,2019-04-28,676.05,3,225.35
SO-14054,23,187,2020-01-14,2020-01-23,2020-01-29,375.23,1,375.23
SO-14056,87,146,2021-09-27,2021-09-30,2021-10-03,42.75,3,14.25
SO-14058,55,407,2018-01-21,2018-01-24,2018-01-28,1535.5,5,307.1
SO-14061,104,299,2021-12-31,2022-01-04,2022-01-10,444.84,4,111.21
SO-14063,85,294,2024-03-03,2024-03-14,2024-03-24,196.41,3,65.47
SO-14064,43,353,2019-12-29,2020-01-05,2020-01-11,417.51,3,139.17
SO-12745,21,190,2020-10-05,2020-10-19,2020-10-29,2503.35,5,500.67
SO-14068,29,128,2022-07-15,2022-07-29,2022-08-07,726.3,3,242.1
SO-14070,56,369,2021-07-25,2021-08-05,2021-08-08,216.3,3,72.1
SO-14071,98,325,2024-06-19,2024-06-28,2024-07-03,358.52,2,179.26
SO-14073,64,473,2024-08-23,2024-08-26,2024-08-30,91.03,1,91.03
SO-14076,54,487,2020-03-15,2020-03-27,2020-04-06,1903.25,5,380.65
SO-14078,71,169,2023-08-11,,2023-08-29,181.14,2,90.57
SO-14081,19,152,2024-05-05,2024-05-13,2024-05-22,3981.64,2,1990.82
SO-14082,54,50,2021-12-22,2022-01-05,2022-01-08,1440.4,5,288.08
SO-14085,60,46,2018-04-30,2018-05-04,2018-05-04,2602.28,4,650.57
SO-14086,100,426,2018-01-17,2018-01-19,2018-01-23,1236.5,5,247.3
SO-14087,72,459,2019-07-28,2019-08-04,2019-08-08,340.55,5,68.11
SO-14088,76,394,2021-05-04,2021-05-17,2021-05-24,234.04,4,58.51
SO-11985,22,199,2021-04-29,2021-05-05,2021-05-11,4491.96,2,2245.98
SO-10876,81,461,2021-05-16,2021-05-17,2021-05-20,240.4,4,60.1
SO-14095,24,329,2022-08-22,2022-09-03,2022-09-09,454.2,3,151.4
SO-14096,53,350,2024-03-05,2024-03-09,2024-03-12,879.0,3,293.0
SO-14097,45,403,2024-05-28,2024-05-29,2024-05-30,2380.56,4,595.14
SO-14098,98,387,2018-11-30,2018-12-04,2018-12-07,374.14,2,187.07
SO-14100,85,410,2020-04-20,2020-05-01,2020-05-05,401.3,5,80.26
SO-14103,34,46,2018-09-12,2018-09-14,2018-09-20,1526.68,4,381.67
SO-14104,14,206,2018-02-12,2018-02-17,2018-02-26,12370.35,5,2474.07
SO-14073,21,458,2018-06-08,2018-06-11,2018-06-19,3240.35,5,648.07
SO-14108,96,494,2018-10-24,2018-11-03,2018-11-12,195.87,1,195.87
SO-14110,65,459,2021-09-10,2021-09-15,2021-09-23,2171.82,3,723.94
SO-14112,8,357,2023-05-13,2023-05-23,2023-06-02,1803.92,1,1803.92
SO-10706,49,31,2018-11-24,2018-11-30,2018-12-07,443.52,1,443.52
SO-14118,13,299,2021-06-21,2021-07-05,2021-07-05,2200.24,2,1100.12
SO-14121,72,412,2018-12-28,2019-01-02,2019-01-03,66.25,1,66.25
SO-14122,63,479,2018-11-04,2018-11-17,2018-11-26,103.62,2,51.81
SO-14124,111,220,2020-02-08,2020-02-18,2020-02-19,504.44,2,252.22
SO-14126,79,497,2019-04-01,2019-04-12,2019-04-18,56.52,1,56.52
SO-14127,45,146,2018-07-16,2018-07-18,2018-07-21,620.86,1,620.86
SO-14129,85,95,2022-05-11,2022-05-13,2022-05-19,336.45,5,67.29
SO-12623,64,379,2021-07-01,2021-07-03,2021-07-03,200.56,2,100.28
SO-14134,75,278,2024-09-12,2024-09-24,2024-10-03,193.65,3,64.55
SO-14136,65,292,2024-09-14,2024-09-18,2024-09-18,614.86,1,614.86
SO-14138,58,179,2022-07-05,2022-07-09,2022-07-14,676.02,3,225.34
SO-14140,82,371,2018-12-20,2018-12-28,2018-12-30,354.44,4,88.61
SO-14142,49,448,2018-02-02,2018-02-10,2018-02-10,343.11,1,343.11
SO-14143,1,420,2022-03-29,2022-04-07,2022-04-17,18201.56,4,4550.39
SO-14144,1,2,2022-08-14,2022-08-21,2022-08-29,17410.35,5,3482.07
SO-14146,18,275,2019-07-31,2019-08-01,2019-08-08,12950.88,4,3237.72
SO-14149,21,72,2020-07-28,2020-07-31,2020-08-08,1047.42,2,523.71
SO-13933,42,444,2019-09-30,2019-10-09,2019-10-12,2068.89,3,689.63
SO-11855,93,385,2024-03-20,2024-03-25,2024-04-01,305.35,5,61.07
SO-11218,45,342,2018-05-02,2018-05-16,2018-05-21,1026.86,2,513.43
SO-14156,68,304,2019-06-22,2019-07-06,2019-07-06,179.12,4,44.78
SO-14158,72,21,2024-09-18,2024-10-01,2024-10-08,344.55,5,68.91
SO-13981,39,53,2024-12-22,2024-12-27,2025-01-01,979.74,2,489.87
SO-14162,98,465,2019-01-27,2019-02-07,2019-02-11,600.36,3,200.12
SO-14165,17,282,2018-05-30,2018-06-02,2018-06-03,17218.2,5,3443.64
SO-12058,64,468,2024-04-09,2024-04-20,2024-04-20,189.98,2,94.99
SO-14170,80,372,2022-12-27,,2023-01-04,211.48,4,52.87
SO-14172,64,402,2022-03-05,,2022-03-24,306.96,3,102.32
SO-14175,1,428,2022-09-13,2022-09-23,2022-09-29,21263.55,5,4252.71
SO-14178,103,279,2022-10-24,2022-10-25,2022-10-31,174.81,1,174.81
SO-14180,97,140,2022-03-01,2022-03-09,2022-03-09,107.54,1,107.54
SO-14182,85,287,2018-10-11,2018-10-16,2018-10-25,313.15,5,62.63
SO-14183,62,371,2022-06-21,2022-07-01,2022-07-10,199.72,2,99.86
SO-14185,111,466,2020-01-09,2020-01-15,2020-01-15,1150.75,5,230.15
SO-14186,28,155,2023-09-30,2023-10-01,2023-10-01,912.57,3,304.19
SO-14188,32,483,2022-06-20,2022-06-30,2022-07-01,1041.21,3,347.07
SO-14189,50,90,2023-08-06,2023-08-16,2023-08-22,95.62,1,95.62
SO-13339,29,337,2019-08-15,2019-08-25,2019-08-30,1269.3,5,253.86
SO-14193,104,72,2023-11-22,2023-11-29,2023-12-02,98.77,1,98.77
SO-13380,89,317,2024-09-23,2024-09-25,2024-10-02,26.36,2,13.18
SO-14195,39,45,2022-07-27,2022-08-04,2022-08-12,1186.84,2,593.42
SO-13742,49,310,2020-05-09,2020-05-17,2020-05-17,1444.36,4,361.09
SO-10879,108,119,2024-07-29,2024-08-01,2024-08-09,85.85,1,85.85
SO-14199,54,49,2024-07-24,2024-07-25,2024-07-26,1525.6,5,305.12
SO-14202,63,44,2024-10-08,2024-10-09,2024-10-09,47.06,1,47.06
SO-10867,49,75,2020-01-25,2020-02-08,2020-02-13,1701.44,4,425.36
SO-14205,46,497,2024-09-22,2024-09-27,2024-09-27,242.08,4,60.52
SO-14207,102,400,2021-11-10,2021-11-22,2021-11-25,353.32,2,176.66
SO-14209,101,274,2018-11-06,2018-11-11,2018-11-16,459.16,4,114.79
SO-13149,16,315,2021-04-26,2021-05-09,2021-05-14,4513.86,2,2256.93
SO-14214,55,497,2022-09-20,2022-10-02,2022-10-08,785.07,3,261.69
SO-14216,9,65,2018-04-19,2018-05-02,2018-05-11,4886.36,2,2443.18
SO-14217,53,340,2018-10-31,2018-11-13,2018-11-22,286.16,1,286.16
SO-14220,71,349,2022-12-15,2022-12-16,2022-12-22,358.2,4,89.55
SO-14223,63,64,2024-01-18,2024-01-24,2024-02-02,77.22,2,38.61
SO-14225,83,263,2022-02-14,2022-02-21,2022-02-24,224.44,4,56.11
SO-11420,6,15,2020-09-29,2020-10-07,2020-10-12,5624.2,2,2812.1
SO-14229,90,38,2020-04-28,2020-05-01,2020-05-05,825.96,4,206.49
SO-14232,27,65,2023-05-15,2023-05-28,2023-06-05,1413.84,3,471.28
SO-14234,44,292,2018-10-21,2018-10-27,2018-10-30,512.7,5,102.54
SO-14235,105,199,2021-12-17,2021-12-20,2021-12-26,117.0,4,29.25
SO-14237,9,413,2019-08-15,2019-08-23,2019-08-25,6768.87,3,2256.29
SO-14239,107,188,2022-05-26,2022-06-01,2022-06-07,745.85,5,149.17
SO-14242,55,82,2019-11-06,2019-11-11,2019-11-20,980.22,3,326.74
SO-14243,41,3,2022-08-20,2022-08-30,2022-09-01,2749.25,5,549.85
SO-14244,105,345,2018-08-11,2018-08-25,2018-08-31,67.9,2,33.95
SO-14245,95,164,2018-03-31,2018-04-10,2018-04-17,399.0,5,79.8
SO-14246,17,295,2019-03-28,2019-04-02,2019-04-08,11056.71,3,3685.57
SO-14248,60,282,2018-01-26,2018-01-31,2018-02-05,2537.76,4,634.44
SO-14251,38,358,2018-08-01,2018-08-09,2018-08-09,271.48,2,135.74
SO-10778,88,431,2019-08-13,2019-08-26,2019-08-29,162.18,2,81.09
SO-14257,91,139,2021-07-21,2021-07-23,,847.68,4,211.92
SO-14260,29,344,2019-07-30,2019-08-13,2019-08-21,983.08,4,245.77
SO-14261,4,421,2018-07-20,2018-08-01,2018-08-11,18068.7,5,3613.74
SO-14264,27,105,2020-05-20,2020-05-27,2020-06-03,2602.55,5,520.51
SO-14267,70,310,2022-07-19,2022-07-27,2022-08-06,69.9,1,69.9
SO-14269,78,470,2021-03-17,2021-03-24,2021-04-02,112.3,2,56.15
SO-14272,107,27,2019-04-11,2019-04-25,2019-04-28,277.86,2,138.93
SO-14273,48,26,2018-01-04,2018-01-06,2018-01-07,254.55,3,84.85
SO-14276,89,459,2018-09-03,2018-09-12,2018-09-12,34.82,2,17.41
SO-14279,5,147,2020-11-11,2020-11-22,2020-11-23,3113.28,1,3113.28
SO-14282,44,39,2020-05-24,2020-06-07,2020-06-12,234.22,2,117.11
SO-14284,40,235,2021-08-02,2021-08-08,,131.73,1,131.73
SO-12498,41,196,2021-02-28,2021-03-08,2021-03-09,2511.44,4,627.86
SO-14288,20,455,2023-03-10,2023-03-23,2023-04-02,3304.31,1,3304.31
SO-14289,62,360,2019-02-26,2019-03-05,2019-03-06,91.29,1,91.29
SO-14291,15,44,2024-05-18,2024-05-28,2024-06-04,15561.48,4,3890.37
SO-14292,21,212,2018-09-26,2018-10-04,2018-10-04,1963.74,3,654.58
SO-14293,33,183,2024-01-18,2024-01-20,2024-01-29,840.03,3,280.01
SO-11124,31,127,2024-06-27,2024-07-08,2024-07-17,2324.95,5,464.99
SO-14298,62,172,2024-04-10,2024-04-11,2024-04-12,290.13,3,96.71
